"","word1","word2"
"1609","were","all"
"1610","were","in"
"1611","woke","up"
"1612","you","look"
"1613","a","car"
"1614","a","fun"
"1615","a","game"
"1616","a","matter"
"1617","along","the"
"1618","an","awesom"
"1619","and","thank"
"1620","and","work"
"1621","anyon","els"
"1622","as","she"
"1623","at","that"
"1624","could","not"
"1625","expect","to"
"1626","feel","better"
"1627","few","year"
"1628","food","and"
"1629","for","anoth"
"1630","for","sure"
"1631","go","through"
"1632","got","my"
"1633","great","day"
"1634","grow","up"
"1635","help","you"
"1636","hope","your"
"1637","i","realiz"
"1638","im","still"
"1639","in","case"
"1640","it","now"
"1641","it","time"
"1642","like","me"
"1643","love","me"
"1644","make","them"
"1645","on","how"
"1646","our","new"
"1647","out","that"
"1648","peopl","to"
"1649","play","with"
"1650","rt","if"
"1651","said","he"
"1652","stay","in"
"1653","that","way"
"1654","that","were"
"1655","that","whi"
"1656","the","dark"
"1657","the","head"
"1658","to","build"
"1659","to","for"
"1660","to","what"
"1661","was","one"
"1662","well","be"
"1663","you","say"
"1664","a","free"
"1665","a","guy"
"1666","a","love"
"1667","a","minut"
"1668","all","those"
"1669","also","a"
"1670","am","go"
"1671","and","said"
"1672","and","say"
"1673","and","start"
"1674","and","use"
"1675","but","my"
"1676","choos","to"
"1677","didnt","know"
"1678","don’t","have"
"1679","excit","about"
"1680","fill","with"
"1681","found","out"
"1682","from","this"
"1683","he","say"
"1684","how","did"
"1685","i’v","been"
"1686","in","there"
"1687","in","with"
"1688","is","actual"
"1689","is","realli"
"1690","man","who"
"1691","mani","time"
"1692","me","at"
"1693","me","some"
"1694","much","fun"
"1695","night","i"
"1696","not","like"
"1697","of","ani"
"1698","refus","to"
"1699","see","my"
"1700","share","with"
"1701","should","i"
"1702","so","bad"
"1703","someon","who"
"1704","stay","tune"
"1705","the","american"
"1706","the","public"
"1707","the","rt"
"1708","there","and"
"1709","to","love"
"1710","to","turn"
"1711","tri","it"
"1712","was","my"
"1713","was","realli"
"1714","when","a"
"1715","will","take"
"1716","you","don’t"
"1717","a","child"
"1718","a","movi"
"1719","about","me"
"1720","all","your"
"1721","an","old"
"1722","and","with"
"1723","back","from"
"1724","be","like"
"1725","can","find"
"1726","catch","up"
"1727","congrat","on"
"1728","copi","of"
"1729","do","and"
"1730","do","someth"
"1731","forget","to"
"1732","form","of"
"1733","he","could"
"1734","here","to"
"1735","id","like"
"1736","if","not"
"1737","includ","the"
"1738","involv","in"
"1739","is","such"
"1740","is","too"
"1741","just","have"
"1742","keep","me"
"1743","keep","up"
"1744","know","about"
"1745","know","whi"
"1746","me","this"
"1747","me","your"
"1748","mean","i"
"1749","meant","to"
"1750","middl","of"
"1751","my","mother"
"1752","now","im"
"1753","on","monday"
"1754","on","you"
"1755","or","just"
"1756","power","of"
"1757","read","it"
"1758","she","had"
"1759","someth","i"
"1760","start","with"
"1761","sure","that"
"1762","that","have"
"1763","the","name"
"1764","the","opportun"
"1765","the","pictur"
"1766","the","st"
"1767","they","want"
"1768","thing","is"
"1769","this","day"
"1770","this","will"
"1771","two","year"
"1772","unit","state"
"1773","use","for"
"1774","vote","for"
"1775","want","it"
"1776","was","that"
"1777","what","doe"
"1778","when","my"
"1779","will","alway"
"1780","with","and"
"1781","without","a"
"1782","would","not"
"1783","write","a"
"1784","year","to"
"1785","a","piec"
"1786","and","also"
"1787","and","put"
"1788","ani","more"
"1789","appear","to"
"1790","are","no"
"1791","are","still"
"1792","as","soon"
"1793","at","one"
"1794","but","no"
"1795","buy","a"
"1796","by","and"
"1797","can","take"
"1798","compar","to"
"1799","do","my"
"1800","excit","for"
"1801","famili","and"
"1802","follow","by"
"1803","from","his"
"1804","havent","been"
"1805","him","in"
"1806","hope","it"
"1807","i","agre"
"1808","import","to"
"1809","in","ani"
"1810","in","time"
"1811","into","my"
"1812","is","get"
"1813","is","noth"
"1814","just","dont"
"1815","just","one"
"1816","just","say"
"1817","me","so"
"1818","me","when"
"1819","my","hous"
"1820","my","kid"
"1821","my","name"
"1822","no","more"
"1823","not","for"
"1824","not","realli"
"1825","of","fun"
"1826","one","in"
"1827","pay","for"
"1828","so","to"
"1829","soon","as"
"1830","sorri","i"
"1831","that","when"
"1832","the","blog"
"1833","the","boy"
"1834","the","charact"
"1835","the","light"
"1836","the","rain"
"1837","the","result"
"1838","the","summer"
"1839","the","wrong"
"1840","then","you"
"1841","this","post"
"1842","to","finish"
"1843","to","spend"
"1844","too","bad"
"1845","toward","the"
"1846","up","i"
"1847","was","there"
"1848","what","if"
"1849","within","the"
"1850","word","of"
"1851","you","use"
"1852","your","in"
"1853","about","your"
"1854","all","is"
"1855","at","first"
"1856","at","your"
"1857","been","on"
"1858","best","friend"
"1859","but","also"
"1860","but","as"
"1861","but","still"
"1862","cant","believ"
"1863","check","it"
"1864","from","you"
"1865","get","into"
"1866","have","not"
"1867","i","onli"
"1868","if","she"
"1869","in","other"
"1870","in","place"
"1871","it","becaus"
"1872","it","when"
"1873","know","im"
"1874","make","this"
"1875","much","better"
"1876","much","to"
"1877","my","birthday"
"1878","notic","that"
"1879","now","but"
"1880","of","mine"
"1881","of","work"
"1882","oh","and"
"1883","oh","i"
"1884","on","an"
"1885","on","one"
"1886","onc","again"
"1887","one","to"
"1888","or","at"
"1889","peopl","and"
"1890","pretti","good"
"1891","pretti","much"
"1892","put","a"
"1893","so","he"
"1894","start","a"
"1895","still","a"
"1896","sure","i"
"1897","that","had"
"1898","that","happen"
"1899","the","air"
"1900","the","band"
"1901","the","bus"
"1902","the","open"
"1903","the","polic"
"1904","the","water"
"1905","these","are"
"1906","thing","you"
"1907","this","way"
"1908","thought","of"
"1909","throughout","the"
"1910","to","anoth"
"1911","until","i"
"1912","was","like"
"1913","we","go"
"1914","we","must"
"1915","where","they"
"1916","who","know"
"1917","year","in"
"1918","you","didnt"
"1919","you","make"
"1920","a","certain"
"1921","a","hard"
"1922","a","major"
"1923","a","quick"
"1924","a","second"
"1925","a","total"
"1926","after","that"
"1927","and","me"
"1928","are","also"
"1929","are","on"
"1930","are","veri"
"1931","at","his"
"1932","be","do"
"1933","be","use"
"1934","but","now"
"1935","chang","and"
"1936","chang","the"
"1937","do","in"
"1938","do","they"
"1939","do","u"
"1940","do","we"
"1941","feel","that"
"1942","from","our"
"1943","have","done"
"1944","here","we"
"1945","hope","the"
"1946","in","nyc"
"1947","it","also"
"1948","it","happen"
"1949","let","you"
"1950","make","your"
"1951","more","to"
"1952","my","hair"
"1953","never","been"
"1954","on","in"
"1955","one","for"
"1956","one","who"
"1957","or","someth"
"1958","out","at"
"1959","pretti","sure"
"1960","rememb","the"
"1961","sign","up"
"1962","so","im"
"1963","start","at"
"1964","that","so"
"1965","the","beach"
"1966","the","dog"
"1967","the","kind"
"1968","the","king"
"1969","the","white"
"1970","then","he"
"1971","these","day"
"1972","this","and"
"1973","this","month"
"1974","thought","about"
"1975","thought","that"
"1976","time","when"
"1977","time","you"
"1978","to","tweet"
"1979","tri","and"
"1980","univers","of"
"1981","up","your"
"1982","want","me"
"1983","was","still"
"1984","was","think"
"1985","well","and"
"1986","whi","are"
"1987","work","i"
"1988","your","name"
"1989","a","strong"
"1990","�","the"
"1991","an","email"
"1992","and","most"
"1993","at","some"
"1994","be","with"
"1995","been","in"
"1996","been","the"
"1997","best","thing"
"1998","blog","post"
"1999","but","for"
"2000","but","with"
"2001","can","tell"
"2002","can","we"
"2003","day","with"
"2004","fail","to"
"2005","for","what"
"2006","get","you"
"2007","give","us"
"2008","has","no"
"2009","hope","i"
"2010","how","long"
"2011","i","even"
"2012","i","read"
"2013","if","a"
"2014","includ","a"
"2015","is","come"
"2016","is","someth"
"2017","is","where"
"2018","it","mean"
"2019","ive","got"
"2020","last","day"
"2021","me","feel"
"2022","me","out"
"2023","me","with"
"2024","my","babi"
"2025","my","brother"
"2026","my","littl"
"2027","my","love"
"2028","not","as"
"2029","noth","to"
"2030","of","day"
"2031","on","sunday"
"2032","out","i"
"2033","san","diego"
"2034","send","me"
"2035","show","that"
"2036","so","glad"
"2037","some","reason"
"2038","sometim","i"
"2039","start","the"
"2040","still","have"
"2041","still","in"
"2042","take","care"
"2043","take","on"
"2044","that","and"
"2045","that","for"
"2046","that","time"
"2047","the","court"
"2048","the","food"
"2049","the","heat"
"2050","the","hospit"
"2051","the","issu"
"2052","the","left"
"2053","the","line"
"2054","the","long"
"2055","the","market"
"2056","the","number"
"2057","the","question"
"2058","the","red"
"2059","the","studio"
"2060","the","three"
"2061","the","uk"
"2062","there","i"
"2063","they","just"
"2064","they","say"
"2065","thing","for"
"2066","think","we"
"2067","this","blog"
"2068","this","mean"
"2069","this","summer"
"2070","those","of"
"2071","to","happen"
"2072","to","hold"
"2073","to","wear"
"2074","trip","to"
"2075","us","know"
"2076","was","about"
"2077","was","no"
"2078","we","just"
"2079","we","want"
"2080","were","go"
"2081","while","the"
"2082","will","come"
"2083","you","come"
"2084","you","find"
"2085","your","friend"
"2086","about","minut"
"2087","and","still"
"2088","and","watch"
"2089","are","onli"
"2090","as","mani"
"2091","as","one"
"2092","at","her"
"2093","at","our"
"2094","at","time"
"2095","back","of"
"2096","becaus","you"
"2097","best","of"
"2098","build","a"
"2099","can","have"
"2100","do","for"
"2101","dont","need"
"2102","dope","dope"
"2103","each","day"
"2104","even","the"
"2105","everi","year"
"2106","everyon","is"
"2107","everyth","is"
"2108","for","now"
"2109","get","better"
"2110","go","home"
"2111","have","had"
"2112","help","to"
"2113","histori","of"
"2114","how","we"
"2115","i","bought"
"2116","i","cannot"
"2117","i","follow"
"2118","i","may"
"2119","i","wrote"
"2120","is","amaz"
"2121","is","at"
"2122","is","awesom"
"2123","is","whi"
"2124","it","might"
"2125","it","should"
"2126","join","the"
"2127","just","go"
"2128","just","in"
"2129","last","time"
"2130","let","get"
"2131","love","how"
"2132","my","son"
"2133","no","problem"
"2134","our","own"
"2135","peopl","that"
"2136","photo","of"
"2137","pray","for"
"2138","realli","good"
"2139","realli","like"
"2140","realli","need"
"2141","receiv","a"
"2142","san","francisco"
"2143","search","for"
"2144","so","hard"
"2145","sound","good"
"2146","sure","you"
"2147","the","answer"
"2148","the","blue"
"2149","the","current"
"2150","the","high"
"2151","the","job"
"2152","the","list"
"2153","the","local"
"2154","the","money"
"2155","through","a"
"2156","time","it"
"2157","to","cut"
"2158","to","everyon"
"2159","to","figur"
"2160","to","save"
"2161","to","school"
"2162","to","those"
"2163","to","wait"
"2164","tonight","at"
"2165","up","from"
"2166","us","a"
"2167","varieti","of"
"2168","was","great"
"2169","way","that"
"2170","we","went"
"2171","what","about"
"2172","what","she"
"2173","where","are"
"2174","where","it"
"2175","with","each"
"2176","wont","be"
"2177","you","follow"
"2178","you","you"
"2179","your","welcom"
"2180","a","famili"
"2181","a","full"
"2182","a","job"
"2183","add","to"
"2184","addit","to"
"2185","all","time"
"2186","and","our"
"2187","are","alway"
"2188","are","more"
"2189","are","my"
"2190","around","and"
"2191","ask","the"
"2192","befor","you"
"2193","begin","of"
"2194","believ","it"
"2195","can","onli"
"2196","cant","be"
"2197","come","and"
"2198","could","do"
"2199","day","for"
"2200","dream","of"
"2201","even","a"
"2202","few","week"
"2203","follow","and"
"2204","for","about"
"2205","for","ani"
"2206","for","minut"
"2207","for","new"
"2208","fun","and"
"2209","have","seen"
"2210","hear","the"
"2211","here","at"
"2212","him","a"
"2213","i","gotta"
"2214","i","suppos"
"2215","im","on"
"2216","im","think"
"2217","in","mind"
"2218","is","i"
"2219","is","pretti"
"2220","is","well"
"2221","it","must"
"2222","it","you"
"2223","just","so"
"2224","left","to"
"2225","like","my"
"2226","littl","more"
"2227","live","with"
"2228","make","sens"
"2229","make","up"
"2230","man","i"
"2231","mayb","i"
"2232","might","not"
"2233","most","import"
"2234","my","best"
"2235","my","car"
"2236","now","in"
"2237","of","which"
"2238","oh","my"
"2239","on","what"
"2240","or","is"
"2241","out","what"
"2242","put","in"
"2243","reason","to"
"2244","right","in"
"2245","saw","a"
"2246","so","happi"
"2247","so","they"
"2248","take","over"
"2249","that","sound"
"2250","the","amount"
"2251","the","doctor"
"2252","the","gym"
"2253","the","start"
"2254","the","video"
"2255","them","all"
"2256","they","should"
"2257","this","season"
"2258","time","at"
"2259","to","catch"
"2260","to","enjoy"
"2261","to","hang"
"2262","too","long"
"2263","turn","into"
"2264","walk","in"
"2265","was","abl"
"2266","we","did"
"2267","week","ago"
"2268","what","im"
"2269","who","had"
"2270","with","other"
"2271","would","make"
"2272","you","but"
"2273","you","realli"
"2274","your","not"
"2275","a","gift"
"2276","a","live"
"2277","a","point"
"2278","a","problem"
"2279","add","the"
"2280","also","be"
"2281","alway","been"
"2282","and","come"
"2283","and","tri"
"2284","anyon","who"
"2285","are","look"
"2286","can","go"
"2287","care","for"
"2288","caus","i"
"2289","collect","of"
"2290","come","soon"
"2291","cup","of"
"2292","didnt","get"
"2293","do","some"
"2294","fall","in"
"2295","for","be"
"2296","for","make"
"2297","free","to"
"2298","friday","night"
"2299","game","of"
"2300","get","an"
"2301","get","that"
"2302","got","it"
"2303","got","me"
"2304","got","some"
"2305","great","weekend"
"2306","half","of"
"2307","hand","of"
"2308","hate","when"
"2309","have","more"
"2310","have","your"
"2311","he","doe"
"2312","he","love"
"2313","hear","about"
"2314","hes","a"
"2315","i","walk"
"2316","in","mani"
"2317","is","from"
"2318","is","import"
"2319","is","our"
"2320","is","right"
"2321","it","back"
"2322","it","more"
"2323","it","onli"
"2324","ive","never"
"2325","just","finish"
"2326","just","not"
"2327","life","i"
"2328","live","and"
"2329","look","good"
"2330","love","for"
"2331","love","u"
"2332","make","an"
"2333","make","some"
"2334","moment","when"
"2335","month","and"
"2336","my","daughter"
"2337","myself","to"
"2338","name","is"
"2339","night","at"
"2340","none","of"
"2341","of","one"
"2342","of","year"
"2343","person","i"
"2344","person","who"
"2345","play","in"
"2346","show","you"
"2347","sit","on"
"2348","so","this"
"2349","someth","like"
"2350","tell","the"
"2351","that","as"
"2352","the","beauti"
"2353","the","detail"
"2354","the","edg"
"2355","the","govern"
"2356","the","imag"
"2357","the","ladi"
"2358","the","link"
"2359","the","park"
"2360","the","scene"
"2361","the","winner"
"2362","there","for"
"2363","there","in"
"2364","this","has"
"2365","this","past"
"2366","tire","of"
"2367","to","carri"
"2368","to","mention"
"2369","to","sit"
"2370","took","the"
"2371","turn","to"
"2372","us","for"
"2373","visit","the"
"2374","was","also"
"2375","watch","a"
"2376","we","know"
"2377","well","it"
"2378","what","would"
"2379","whi","the"
"2380","which","he"
"2381","who","will"
"2382","win","a"
"2383","with","one"
"2384","world","and"
"2385","world","of"
"2386","you","havent"
"2387","you","my"
"2388","your","heart"
"2389","your","tweet"
"2390","your","way"
"2391","a","busi"
"2392","a","half"
"2393","a","link"
"2394","a","young"
"2395","all","night"
"2396","and","good"
"2397","and","keep"
"2398","and","two"
"2399","as","to"
"2400","be","happi"
"2401","be","out"
"2402","be","seen"
"2403","be","your"
"2404","beauti","and"
"2405","book","and"
"2406","book","that"
"2407","call","for"
"2408","can","help"
"2409","can","say"
"2410","cannot","be"
"2411","chang","in"
"2412","connect","with"
"2413","day","at"
"2414","do","have"
"2415","doe","that"
"2416","dont","be"
"2417","dont","care"
"2418","easier","to"
"2419","even","know"
"2420","even","when"
"2421","everi","singl"
"2422","exampl","of"
"2423","feel","good"
"2424","felt","like"
"2425","few","month"
"2426","for","free"
"2427","for","hour"
"2428","for","share"
"2429","from","one"
"2430","go","into"
"2431","god","is"
"2432","good","i"
"2433","good","job"
"2434","hit","me"
"2435","hope","for"
"2436","i","ever"
"2437","i","final"
"2438","i","met"
"2439","i","put"
"2440","if","that"
"2441","im","pretti"
"2442","im","the"
"2443","in","at"
"2444","is","be"
"2445","is","gonna"
"2446","just","had"
"2447","known","as"
"2448","learn","from"
"2449","look","up"
"2450","made","my"
"2451","make","that"
"2452","me","you"
"2453","minut","of"
"2454","miss","it"
"2455","my","opinion"
"2456","name","of"
"2457","need","more"
"2458","never","be"
"2459","next","day"
"2460","next","month"
"2461","night","and"
"2462","no","i"
"2463","no","way"
"2464","onli","thing"
"2465","pay","attent"
"2466","prepar","for"
"2467","relationship","with"
"2468","rt","the"
"2469","said","to"
"2470","see","this"
"2471","she","want"
"2472","should","go"
"2473","should","not"
"2474","show","the"
"2475","some","time"
"2476","someth","about"
"2477","st","loui"
"2478","such","an"
"2479","suggest","that"
"2480","than","that"
"2481","the","ball"
"2482","the","box"
"2483","the","church"
"2484","the","rule"
"2485","the","site"
"2486","the","system"
"2487","they","get"
"2488","they","may"
"2489","this","world"
"2490","to","deal"
"2491","to","lose"
"2492","to","new"
"2493","to","provid"
"2494","to","speak"
"2495","to","support"
"2496","today","at"
"2497","togeth","and"
"2498","too","i"
"2499","up","there"
"2500","veri","good"
"2501","way","too"
"2502","we","hope"
"2503","wear","a"
"2504","week","of"
"2505","where","is"
"2506","which","are"
"2507","will","also"
"2508","wonder","how"
"2509","year","the"
"2510","you","enjoy"
"2511","you","up"
"2512","you","wanna"
"2513","youll","be"
"2514","your","day"
"2515","your","go"
"2516","a","more"
"2517","a","question"
"2518","a","world"
"2519","act","like"
"2520","again","i"
"2521","and","got"
"2522","and","hope"
"2523","and","play"
"2524","and","went"
"2525","ask","if"
"2526","aspect","of"
"2527","book","is"
"2528","both","of"
"2529","bottom","of"
"2530","but","at"
"2531","by","my"
"2532","case","of"
"2533","come","with"
"2534","could","you"
"2535","desir","to"
"2536","did","a"
"2537","did","the"
"2538","difficult","to"
"2539","dm","me"
"2540","do","anyth"
"2541","done","with"
"2542","down","in"
"2543","dure","a"
"2544","episod","of"
"2545","everyon","els"
"2546","few","minut"
"2547","for","everyon"
"2548","for","life"
"2549","found","the"
"2550","from","an"
"2551","get","them"
"2552","good","and"
"2553","great","job"
"2554","guess","i"
"2555","happi","new"
"2556","he","didnt"
"2557","he","need"
"2558","he","want"
"2559","help","the"
"2560","her","in"
"2561","her","own"
"2562","his","life"
"2563","i","alreadi"
"2564","i","enjoy"
"2565","i","make"
"2566","i","wasnt"
"2567","id","be"
"2568","ill","have"
"2569","in","addit"
"2570","interest","to"
"2571","is","when"
"2572","it","about"
"2573","it","doesn’t"
"2574","it","feel"
"2575","it","from"
"2576","it","had"
"2577","it","if"
"2578","it","off"
"2579","just","about"
"2580","just","get"
"2581","kid","and"
"2582","learn","about"
"2583","like","im"
"2584","like","your"
"2585","matter","what"
"2586","me","or"
"2587","my","girl"
"2588","my","twitter"
"2589","need","for"
"2590","need","of"
"2591","need","some"
"2592","now","is"
"2593","of","him"
"2594","of","water"
"2595","on","all"
"2596","on","here"
"2597","on","tv"
"2598","onli","be"
"2599","onli","the"
"2600","open","to"
"2601","or","mayb"
"2602","out","my"
"2603","rememb","that"
"2604","respons","to"
"2605","run","the"
"2606","set","of"
"2607","so","cute"
"2608","some","good"
"2609","some","more"
"2610","some","point"
"2611","sure","what"
"2612","take","place"
"2613","tell","him"
"2614","tell","them"
"2615","than","you"
"2616","the","babi"
"2617","the","bibl"
"2618","the","color"
"2619","the","corner"
"2620","the","latest"
"2621","the","need"
"2622","the","project"
"2623","the","snow"
"2624","the","star"
"2625","the","third"
"2626","then","it"
"2627","think","they"
"2628","think","this"
"2629","this","i"
"2630","time","we"
"2631","to","admit"
"2632","to","becom"
"2633","to","celebr"
"2634","to","just"
"2635","to","sign"
"2636","to","teach"
"2637","to","walk"
"2638","understand","the"
"2639","was","born"
"2640","whi","you"
"2641","which","the"
"2642","work","at"
"2643","yes","we"
"2644","yet","to"
"2645","you","can’t"
"2646","you","did"
"2647","you","from"
"2648","you","hear"
"2649","you","mean"
"2650","you","read"
"2651","you","with"
"2652","a","call"
"2653","a","dream"
"2654","a","perfect"
"2655","a","result"
"2656","a","short"
"2657","a","song"
"2658","about","his"
"2659","access","to"
"2660","ahead","of"
"2661","although","i"
"2662","am","in"
"2663","and","at"
"2664","and","can"
"2665","and","drink"
"2666","and","onli"
"2667","and","out"
"2668","and","think"
"2669","and","veri"
"2670","and","well"
"2671","and","yes"
"2672","appreci","the"
"2673","as","possibl"
"2674","at","and"
"2675","be","honest"
"2676","been","there"
"2677","befor","they"
"2678","blog","and"
"2679","bought","a"
"2680","but","to"
"2681","call","a"
"2682","can","also"
"2683","come","home"
"2684","cours","the"
"2685","dont","let"
"2686","far","from"
"2687","from","it"
"2688","fun","to"
"2689","game","and"
"2690","get","this"
"2691","give","her"
"2692","go","and"
"2693","great","time"
"2694","had","an"
"2695","had","some"
"2696","haha","i"
"2697","happi","friday"
"2698","happi","mother"
"2699","he","doesnt"
"2700","him","he"
"2701","his","first"
"2702","his","hand"
"2703","home","from"
"2704","home","to"
"2705","i","promis"
"2706","i","swear"
"2707","i","wouldnt"
"2708","im","glad"
"2709","in","chicago"
"2710","in","person"
"2711","in","san"
"2712","is","here"
"2713","is","probabl"
"2714","is","quit"
"2715","it","sound"
"2716","it","start"
"2717","ive","ever"
"2718","ive","seen"
"2719","learn","how"
"2720","live","on"
"2721","los","angel"
"2722","love","her"
"2723","matter","how"
"2724","my","bodi"
"2725","my","face"
"2726","my","follow"
"2727","my","parent"
"2728","new","follow"
"2729","not","my"
"2730","now","for"
"2731","of","and"
"2732","on","some"
"2733","one","and"
"2734","or","in"
"2735","plan","on"
"2736","problem","with"
"2737","provid","a"
"2738","read","and"
"2739","read","this"
"2740","reason","for"
"2741","run","for"
"2742","saw","the"
"2743","say","to"
"2744","share","the"
"2745","show","me"
"2746","sit","down"
"2747","so","she"
"2748","spread","the"
"2749","stand","up"
"2750","thank","god"
"2751","that","some"
"2752","the","art"
"2753","the","bar"
"2754","the","card"
"2755","the","holiday"
"2756","the","media"
"2757","the","moon"
"2758","the","news"
"2759","the","paper"
"2760","the","present"
"2761","the","spirit"
"2762","the","villag"
"2763","time","but"
"2764","time","that"
"2765","to","drive"
"2766","to","enter"
"2767","to","kill"
"2768","to","not"
"2769","to","post"
"2770","to","understand"
"2771","today","in"
"2772","turn","on"
"2773","turn","the"
"2774","two","day"
"2775","us","the"
"2776","veri","well"
"2777","watch","it"
"2778","we","use"
"2779","week","to"
"2780","went","on"
"2781","when","peopl"
"2782","will","see"
"2783","work","of"
"2784","year","is"
"2785","you","as"
"2786","you","at"
"2787","you","back"
"2788","you","be"
"2789","you","how"
"2790","you","there"
"2791","a","hous"
"2792","a","look"
"2793","a","number"
"2794","a","photo"
"2795","a","reason"
"2796","a","simpl"
"2797","a","student"
"2798","advantag","of"
"2799","all","have"
"2800","and","again"
"2801","and","everi"
"2802","and","famili"
"2803","and","ill"
"2804","and","it’"
"2805","and","learn"
"2806","and","move"
"2807","and","over"
"2808","and","readi"
"2809","and","show"
"2810","and","support"
"2811","and","tell"
"2812","and","those"
"2813","answer","to"
"2814","appear","in"
"2815","are","to"
"2816","are","too"
"2817","at","an"
"2818","at","night"
"2819","back","up"
"2820","be","good"
"2821","be","great"
"2822","be","that"
"2823","befor","it"
"2824","call","to"
"2825","came","in"
"2826","can","use"
"2827","comment","on"
"2828","could","see"
"2829","despit","the"
"2830","didnt","have"
"2831","didnt","want"
"2832","don’t","want"
"2833","dont","understand"
"2834","ever","had"
"2835","everyth","you"
"2836","first","thing"
"2837","found","in"
"2838","found","that"
"2839","give","them"
"2840","go","in"
"2841","goe","to"
"2842","good","time"
"2843","have","found"
"2844","have","time"
"2845","head","and"
"2846","help","us"
"2847","here","the"
"2848","i","are"
"2849","i","couldn’t"
"2850","i","figur"
"2851","i","shall"
"2852","if","anyon"
"2853","if","you’r"
"2854","im","sorri"
"2855","in","la"
"2856","in","touch"
"2857","in","town"
"2858","is","how"
"2859","is","over"
"2860","issu","of"
"2861","it","again"
"2862","it","did"
"2863","it","help"
"2864","it","turn"
"2865","ive","had"
"2866","just","be"
"2867","just","becaus"
"2868","just","made"
"2869","know","when"
"2870","know","who"
"2871","learn","that"
"2872","like","he"
"2873","mayb","it"
"2874","me","pleas"
"2875","meet","with"
"2876","miss","my"
"2877","music","and"
"2878","my","goal"
"2879","need","it"
"2880","need","the"
"2881","no","doubt"
"2882","not","at"
"2883","not","enough"
"2884","not","on"
"2885","not","want"
"2886","now","on"
"2887","of","have"
"2888","omg","i"
"2889","on","with"
"2890","one","person"
"2891","other","day"
"2892","peopl","will"
"2893","point","to"
"2894","post","on"
"2895","publish","in"
"2896","realli","enjoy"
"2897","reason","whi"
"2898","result","in"
"2899","result","of"
"2900","right","on"
"2901","run","a"
"2902","stori","is"
"2903","text","me"
"2904","that","could"
"2905","that","day"
"2906","that","even"
"2907","the","age"
"2908","the","better"
"2909","the","build"
"2910","the","earth"
"2911","the","fun"
"2912","the","green"
"2913","the","kitchen"
"2914","the","librari"
"2915","the","life"
"2916","the","live"
"2917","the","north"
"2918","the","parti"
"2919","the","price"
"2920","the","radio"
"2921","the","south"
"2922","the","support"
"2923","the","train"
"2924","the","use"
"2925","them","for"
"2926","they","did"
"2927","this","a"
"2928","this","friday"
"2929","this","game"
"2930","time","is"
"2931","to","attend"
"2932","to","avoid"
"2933","to","beat"
"2934","to","begin"
"2935","to","end"
"2936","to","explain"
"2937","to","pass"
"2938","to","send"
"2939","today","to"
"2940","today","we"
"2941","tweet","about"
"2942","tweet","me"
"2943","u","do"
"2944","u","know"
"2945","want","the"
"2946","was","all"
"2947","was","amaz"
"2948","was","i"
"2949","was","more"
"2950","when","u"
"2951","who","would"
"2952","with","peopl"
"2953","without","the"
"2954","wonder","what"
"2955","work","to"
"2956","worth","it"
"2957","year","later"
"2958","you","still"
"2959","your","head"
"2960","your","new"
